SubjID	MCQ1	MCQ2	MCQ3	MCQ4	MCQ5	MCQ6	MCQ7	MCQ8	MCQ9	MCQ10	MCQ11	MCQ12	MCQ13	MCQ14	MCQ15	MCQ16	MCQ17	MCQ18	MCQ19	MCQ20	MCQ21	MCQ22	MCQ23	MCQ24	MCQ25	MCQ26	MCQ27
COM232	2	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	1	1	2	1	1	2	1	2	1	2	1
COM233	2	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	1
COM234	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1
COM235	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	1	1	2	1	2	1	2	1
COM236	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2
COM237	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2
COM238	2	1	1	1	2	2	2	2	2	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1
COM239	2	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	2
COM240	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1
COM241	2	1	1	1	2	2	1	1	2	1	1	1	2	2	1	1	2	2	1	2	2	1	2	1	2	1	1
COM242	2	2	2	2	1	2	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2
COM243	2	2	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1
COM244	2	2	2	1	2	2	1	1	2	2	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1
COM245	2	2	2	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	1
COM246	2	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1	2
COM247	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	1
COM248	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	1
COM249	2	1	1	1	1	2	1	1	2	1	1	1	2	1	2	2	2	2	1	2	2	2	1	1	2	1	1
COM250	2	2	2	1	1	2	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1	1
COM251	2	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2
COM252	2	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	1	1	2	1	2	1
COM253	2	1	1	1	2	2	1	1	2	1	1	2	2	2	1	1	2	1	1	2	1	1	2	2	1	2	1
COM254	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	1
COM255	2	2	2	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1
COM256	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	1
COM257	1	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	1	2	2	1	2	1	2	1	2	1	2
COM258	1	1	1	2	2	1	2	2	1	1	2	1	1	2	2	2	1	2	2	1	2	2	2	1	2	1	2
COM259	1	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	2
COM260	1	2	2	2	1	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	2	2	1	1	2	1	2
COM261	1	2	2	2	2	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	2	2	2	1	2	1	2
COM262	1	2	2	1	2	1	2	2	1	2	1	1	1	2	2	2	1	2	2	1	2	2	2	1	2	1	1
COM263	1	1	1	2	2	1	2	2	1	1	2	2	1	2	1	1	1	2	2	1	2	1	2	2	2	2	2
COM264	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2
COM265	1	2	2	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	2	2	2	2
COM266	1	2	2	2	2	1	1	1	1	2	2	2	1	2	1	1	1	2	1	1	2	1	2	2	2	2	2
COM267	1	2	2	1	2	1	2	2	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	2	2	2	1
COM268	1	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	2	1	1	2	2	2	1	2	2
COM269	1	1	1	2	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	1	2	2	2	2
COM270	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2
COM271	1	1	1	1	2	1	2	2	1	1	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1
COM272	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	2
COM273	1	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	1	2	2	2	1	2	2
COM274	1	2	2	1	2	1	2	2	1	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	1	2	1
COM275	1	2	2	2	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2
COM276	1	2	2	1	1	1	2	2	1	2	1	2	1	1	2	2	1	2	2	1	2	2	1	2	2	2	1
COM277	1	2	2	1	2	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	2	2	2	2	2	2	1
COM278	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	2	2	2	1	2	1	2	1	2
COM279	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2
COM280	1	2	2	2	1	2	2	2	1	2	2	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	2
COM281	1	2	2	2	2	2	1	1	1	2	2	1	1	2	1	1	2	2	1	2	2	1	2	1	2	1	2
COM282	1	2	2	1	2	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	2	1	2	1	2	1	1
COM283	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	2
COM284	1	1	1	2	1	2	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	2
COM285	1	1	1	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2
COM286	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1
COM287	1	2	2	2	1	2	2	2	1	2	2	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	2
COM288	1	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1	2	2	1	1	1	2
COM289	1	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	1
COM290	1	2	2	2	1	2	1	1	1	2	2	1	1	1	2	2	2	2	1	2	2	2	1	1	2	1	2
COM291	1	2	2	1	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1
COM292	1	2	2	1	2	2	1	1	1	2	1	1	1	2	2	2	2	2	1	2	2	2	2	1	2	1	1
COM293	1	1	1	2	2	2	2	2	1	1	2	2	1	2	1	1	2	1	2	2	1	1	2	2	1	2	2
COM294	1	1	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2
COM295	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	2	2	2	2
COM296	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	1
COM297	1	2	2	2	1	2	2	2	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	2	1	2	2
COM298	1	2	2	2	2	2	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	2	2	1	2	2
COM299	1	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	1	2	2	1	1	2	2	1	2	1
COM300	1	2	2	2	1	2	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	1	1	2	2	2	2
COM301	1	2	2	1	1	2	2	2	1	2	1	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1
COM302	1	2	2	1	2	2	1	1	1	2	1	2	1	2	1	1	2	2	1	2	2	1	2	2	2	2	1
COM303	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	2	1	2	1	2	1	2	2
COM304	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	1	2	2
COM305	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1
COM306	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2
COM307	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	1
COM308	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1
COM309	1	2	2	2	1	2	1	1	1	2	2	2	1	1	2	2	2	1	1	2	1	2	1	2	1	2	2
COM310	1	2	2	1	1	2	2	2	1	2	1	2	1	1	2	2	2	1	2	2	1	2	1	2	1	2	1
COM311	1	2	2	1	2	2	1	1	1	2	1	2	1	2	2	2	2	1	1	2	1	2	2	2	1	2	1
COM312	1	2	2	1	1	2	1	1	1	2	1	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	1
COM313	2	1	1	2	2	1	2	2	2	1	2	1	2	2	1	1	1	2	2	1	2	1	2	1	2	1	2
COM314	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	2
COM315	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	2
COM316	2	2	2	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	2	1	2	1	2	1	2
COM317	2	2	2	1	2	1	2	2	2	2	1	1	2	2	1	1	1	2	2	1	2	1	2	1	2	1	1
COM318	2	1	1	2	2	1	2	2	2	1	2	1	2	2	2	2	1	1	2	1	1	2	2	1	1	1	2
COM319	2	1	1	2	1	1	2	2	2	1	2	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	2
COM320	2	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2
COM321	2	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	1
COM322	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	2
COM323	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	2	2	1	1	1	2
COM324	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	1	1	2	2	1	1	1	1
COM325	2	2	2	2	1	1	1	1	2	2	2	1	2	1	2	2	1	2	1	1	2	2	1	1	2	1	2
COM326	2	2	2	1	1	1	2	2	2	2	1	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	1
COM327	2	2	2	1	2	1	1	1	2	2	1	1	2	2	2	2	1	2	1	1	2	2	2	1	2	1	1
COM328	2	1	1	2	2	1	2	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2
COM329	2	1	1	2	1	1	2	2	2	1	2	2	2	1	1	1	1	2	2	1	2	1	1	2	2	2	2
COM330	2	1	1	2	2	1	1	1	2	1	2	2	2	2	1	1	1	2	1	1	2	1	2	2	2	2	2
COM331	2	1	1	1	2	1	2	2	2	1	1	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	1
COM332	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2
COM333	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	2
COM334	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	1
COM335	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	2	2	2
COM336	2	2	2	1	1	1	2	2	2	2	1	2	2	1	1	1	1	2	2	1	2	1	1	2	2	2	1
COM337	2	2	2	1	2	1	1	1	2	2	1	2	2	2	1	1	1	2	1	1	2	1	2	2	2	2	1
COM338	2	1	1	2	1	1	2	2	2	1	2	2	2	1	2	2	1	1	2	1	1	2	1	2	1	2	2
COM339	2	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	2
COM340	2	1	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	1	2	1
COM341	2	1	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2
COM342	2	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	2	1
COM343	2	1	1	1	2	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1
COM344	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	2	1	2	1	2	2
COM345	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	2	1	1	2	1	1	2	1	2	1	2	1
COM346	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	1
COM347	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	1
COM348	2	1	1	2	2	2	2	2	2	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2
COM349	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	2
COM350	2	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	2	2	1	2	2	1	2	1	2	1	2
COM351	2	1	1	1	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	2	1	2	1	2	1	1
COM352	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2
COM353	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	2
COM354	2	2	2	1	2	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1
COM355	2	2	2	2	1	2	1	1	2	2	2	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	2
COM356	2	2	2	1	1	2	2	2	2	2	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1
COM357	2	2	2	1	2	2	1	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	2	1	2	1	1
COM358	2	1	1	2	1	2	2	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	2
COM359	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	2
COM360	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	1
COM361	2	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	1	1	2	1	2
COM362	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1	1
COM363	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1
COM364	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1	2
COM365	2	2	2	1	1	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	1
COM366	2	2	2	1	2	2	1	1	2	2	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	1
COM367	2	2	2	1	1	2	1	1	2	2	1	1	2	1	2	2	2	2	1	2	2	2	1	1	2	1	1
COM368	2	1	1	2	1	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	1	1	1	2	1	2	2
COM369	2	1	1	2	2	2	1	1	2	1	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	2	2
COM370	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	2	1	2	2	1	1	2	2	1	2	1
COM371	2	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	2
COM372	2	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1
COM373	2	1	1	1	2	2	1	1	2	1	1	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2	1
COM374	2	2	2	2	1	2	1	1	2	2	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2
COM375	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	2	1	2	2	1	1	1	2	1	2	1
COM376	2	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	1	2	1
COM377	2	2	2	1	1	2	1	1	2	2	1	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	1
COM378	2	1	1	2	1	2	1	1	2	1	2	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	2
COM379	2	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	1
COM380	2	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	1
COM381	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	1
COM382	2	2	2	1	1	2	1	1	2	2	1	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	1
COM383	1	2	2	2	2	1	2	2	1	2	2	1	1	2	2	2	1	2	2	1	2	2	2	1	2	1	2
COM384	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	1	1	2	2	1	2	1	2	2	2	2	2
COM385	1	1	1	2	2	1	2	2	1	1	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2
COM386	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	1	1	2	1	1	2	2	2	1	2	2
COM387	1	2	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	2	2	1	2	2	1	2	2	2	2
COM388	1	2	2	2	2	1	1	1	1	2	2	2	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2
COM389	1	2	2	1	2	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1
COM390	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	2	2	1	2	1	2	1	2
COM391	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2
COM392	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	1	2	2	1	2	2	1	1	1	2
COM393	1	2	2	2	1	2	2	2	1	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	2
COM394	1	2	2	2	2	2	1	1	1	2	2	1	1	2	2	2	2	2	1	2	2	2	2	1	2	1	2
COM395	1	2	2	1	2	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1
COM396	1	1	1	2	2	2	2	2	1	1	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2
COM397	1	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	1	2	2	1	1	2	2	1	2	2
COM398	1	2	2	2	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	2	2
COM399	1	2	2	2	2	2	1	1	1	2	2	2	1	2	1	1	2	2	1	2	2	1	2	2	2	2	2
COM400	1	2	2	1	2	2	2	2	1	2	1	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	1
COM401	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2
COM402	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2
COM403	1	1	1	2	2	2	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2
COM404	1	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1
COM405	1	2	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	1	2	2	1	2	1	2	1	2	2
COM406	1	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	1	2	1	2	2	2	1	2	2
COM407	1	2	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1
COM408	1	2	2	2	1	2	1	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2
COM409	1	2	2	1	1	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	1
COM410	1	2	2	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1
COM411	2	2	2	2	2	1	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	1	2	1	2
COM412	2	1	1	2	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	2
COM413	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	1	1	2	1	1	2	2	1	1	1	2
COM414	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	2
COM415	2	2	2	2	2	1	1	1	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2
COM416	2	2	2	1	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	1	2	2	2	1	2	1	1
COM417	2	1	1	2	2	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	2
COM418	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2
COM419	2	2	2	2	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	2	2	2	2
COM420	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	2	1	2	2	2	2	2
COM421	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	1
COM422	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	1	2	1	1	2	2	2	1	2	2
COM423	2	1	1	2	1	1	2	2	2	1	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	2	2
COM424	2	1	1	2	2	1	1	1	2	1	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2
COM425	2	1	1	1	2	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1
COM426	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	1	2	1	2	1	2	2
COM427	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	2	2
COM428	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	1	1	2	1	1	2	2	2	1	2	1
COM429	2	2	2	2	1	1	1	1	2	2	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2
COM430	2	2	2	1	1	1	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	2	1
COM431	2	2	2	1	2	1	1	1	2	2	1	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1
COM432	2	1	1	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	2	2	1	2	1	2	1	2
COM433	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2
COM434	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	2
COM435	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	1	2	2	1	2	2	1	2	1	2	1	2
COM436	2	2	2	1	2	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	1	2	1	2	1	1
COM437	2	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	2
COM438	2	1	1	2	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1	2
COM439	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2
COM440	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1
COM441	2	2	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	2
COM442	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	1	1	2
COM443	2	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1	1	1	1
COM444	2	2	2	2	1	2	1	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	2	1	2
COM445	2	2	2	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1	1
COM446	2	2	2	1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1
COM447	2	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	2	1	2	2	1	1	2	2	1	2	2
COM448	2	1	1	2	1	2	2	2	2	1	2	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2
COM449	2	1	1	2	2	2	1	1	2	1	2	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2	2
COM450	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	1
COM451	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	1	2	1	2	2
COM452	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	2	2
COM453	2	2	2	1	2	2	2	2	2	2	1	2	2	2	1	1	2	1	2	2	1	1	2	2	1	2	1
COM454	2	2	2	2	1	2	1	1	2	2	2	2	2	1	1	1	2	2	1	2	2	1	1	2	2	2	2
COM455	2	2	2	1	1	2	2	2	2	2	1	2	2	1	1	1	2	2	2	2	2	1	1	2	2	2	1
COM456	2	2	2	1	2	2	1	1	2	2	1	2	2	2	1	1	2	2	1	2	2	1	2	2	2	2	1
COM457	2	1	1	2	1	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	2
COM458	2	1	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2
COM459	2	1	1	1	2	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	1
COM460	2	1	1	2	1	2	1	1	2	1	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2
COM461	2	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1
COM462	2	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1
COM463	2	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	1	1	2	1	2	1	2	1	2	2
COM464	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2	1	2	1	2	1	2	1
COM465	2	2	2	1	2	2	1	1	2	2	1	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	1
COM466	2	2	2	1	1	2	1	1	2	2	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	1
COM467	1	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2
COM468	1	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	2
COM469	1	2	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	2	2	2	2	1	2	2	2	2	2
